,Date,Province,Vaccine dose 1,Booster vaccine 2,Booster vaccine 3,Booster vaccine 4,Total vaccine,Vaccine coverage dose 1,Vaccine coverage booster 2,Vaccine coverage booster 3,Vaccine coverage booster 4,Cases,Deaths,Hospitalizations,ICU,Tests Completed,Deaths
137,2021-04-30,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,4.0,8.0,-4.0,11299.0,4.0
138,2021-05-01,BC,238619.0,2726.0,0.0,0.0,241345.0,4.6,0.1,0.0,0.0,688.0,0.0,0.0,0.0,9474.0,0.0
139,2021-05-02,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,7429.0,0.0
140,2021-05-03,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,13.0,-37.0,2.0,8192.0,13.0
141,2021-05-04,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,12.0,-3.0,10354.0,0.0
142,2021-05-05,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,-5.0,-12.0,9397.0,0.0
143,2021-05-06,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,1.0,-24.0,-7.0,9911.0,1.0
144,2021-05-07,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,7.0,-12.0,3.0,8813.0,7.0
145,2021-05-08,BC,266648.0,14381.0,0.0,0.0,281029.0,5.1,0.2,0.0,0.0,623.0,0.0,0.0,0.0,8826.0,0.0
146,2021-05-09,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,6948.0,0.0
147,2021-05-10,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,20.0,-30.0,-7.0,7976.0,20.0
148,2021-05-11,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,2.0,11.0,-9.0,9109.0,2.0
149,2021-05-12,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,3.0,-3.0,0.0,8918.0,3.0
150,2021-05-13,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,5.0,-10.0,0.0,8107.0,5.0
151,2021-05-14,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,2.0,-26.0,0.0,8292.0,2.0
152,2021-05-15,BC,344849.0,24154.0,0.0,0.0,369003.0,6.6,0.5,0.0,0.0,486.0,0.0,0.0,0.0,7675.0,0.0
153,2021-05-16,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,5887.0,0.0
154,2021-05-17,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,14.0,-37.0,-9.0,7279.0,14.0
155,2021-05-18,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,2.0,10.0,-5.0,8665.0,2.0
156,2021-05-19,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,8.0,-20.0,-9.0,7581.0,8.0
157,2021-05-20,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,3.0,-9.0,-5.0,7214.0,3.0
158,2021-05-21,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,6.0,-12.0,-6.0,7262.0,6.0
159,2021-05-22,BC,346375.0,17190.0,0.0,0.0,363565.0,6.6,0.3,0.0,0.0,334.0,0.0,0.0,0.0,6259.0,0.0
160,2021-05-23,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,5040.0,0.0
161,2021-05-24,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,12.0,-27.0,-11.0,5022.0,12.0
162,2021-05-25,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,1.0,9.0,-3.0,5766.0,1.0
163,2021-05-26,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,3.0,-5.0,4.0,7500.0,3.0
164,2021-05-27,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,7.0,-10.0,-9.0,7500.0,7.0
165,2021-05-28,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,2.0,6.0,-9.0,6537.0,2.0
166,2021-05-29,BC,324051.0,32964.0,0.0,0.0,357015.0,6.3,0.7,0.0,0.0,246.0,0.0,0.0,0.0,5859.0,0.0
167,2021-05-30,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,4395.0,0.0
168,2021-05-31,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,11.0,-43.0,-1.0,5157.0,11.0
169,2021-06-01,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,5.0,2.0,6862.0,0.0
170,2021-06-02,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,4.0,-8.0,-10.0,5840.0,4.0
171,2021-06-03,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,2.0,-22.0,-8.0,6151.0,2.0
172,2021-06-04,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,1.0,0.0,-3.0,6352.0,1.0
173,2021-06-05,BC,243579.0,135077.0,0.0,0.0,378656.0,4.6,2.6,0.0,0.0,137.0,0.0,0.0,0.0,5467.0,0.0
174,2021-06-06,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,4202.0,0.0
175,2021-06-07,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,12.0,-25.0,4.0,4954.0,12.0
176,2021-06-08,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,4.0,-6.0,6621.0,0.0
